sssom:subject_id	sssom:subject_category	sssom:predicate_id	sssom:object_id	sssom:object_category	sssom:mapping_justification	sssom:author_id	sssom:author_label	sssom:creator_id	sssom:creator_label	sssom:subject_type	sssom:object_type	sssom:object_source	sssom:mapping_date	sssom:object_match_field	sssom:comment	semapv:regexRemoval
mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	abcd:Gathering-AreaDetail	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1273	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/NearNamedPlaces/NamedPlaceRelation/NearNamedPlace	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:QuantitativeLocation	mids:MIDS2	owl:intersectionOf	abcd:Gathering-LatitudeDecimal	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1274	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/LatitudeDecimal	2024-06-26	abcd:Gathering-LatitudeDecimal | abcd:Gathering-LongitudeDecimal	All properties in object_match_field need to be present	|unknown:undigitized|unknown|Unknown
mids:QuantitativeLocation	mids:MIDS2	owl:intersectionOf	abcd:Gathering-LongitudeDecimal	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1275	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/LongitudeDecimal	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:QuantitativeLocation	mids:MIDS2	skos:narrowMatch	abcd:Gathering-GML	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1276	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/GML	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:QuantitativeLocation	mids:MIDS2	skos:narrowMatch	abcd:Gathering-WFS	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1277	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/WFS	2024-06-26		WMS URL with center coordinate given	|unknown:undigitized|unknown|Unknown
mids:QuantitativeLocation	mids:MIDS2	skos:narrowMatch	abcd:Gathering-WMSURL	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1278	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/WMSURL	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:CollectingAgent	mids:MIDS2	skos:narrowMatch	abcd:Gathering-AgentText	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1281	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/Agents/GatheringAgent/AgentText	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:CollectingAgent	mids:MIDS2	skos:narrowMatch	abcd:GatheringAgent-FullName	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1282	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/Agents/GatheringAgent/Person/FullName	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:CollectingAgent	mids:MIDS2	skos:narrowMatch	abcd:GatheringAgent-InheritedName	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1283	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/Agents/GatheringAgent/Person/AtomisedName/InheritedName	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:CollectingAgent	mids:MIDS2	skos:narrowMatch	abcd:GatheringAgentsText	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1284	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/Agents/GatheringAgentsText	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:CollectionDate	mids:MIDS2	skos:narrowMatch	abcd:Gathering-DateTime-ISODateTimeBegin	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1285	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/DateTime/ISODateTimeBegin	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:CollectionDate	mids:MIDS2	skos:narrowMatch	abcd:Gathering-DateTime-DateText	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1286	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/DateTime/DateText	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:CollectorNumber	mids:MIDS2	skos:exactMatch	abcd:CollectorsFieldNumber	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1287	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/CollectorsFieldNumber	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:TypeStatus	mids:MIDS2	skos:exactMatch	abcd:SpecimenUnit-NomenclaturalTypeDesignation-TypeStatus	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1288	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypeStatus	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:media	mids:MIDS2	skos:narrowMatch	abcd:MultiMediaObject-FileURI	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1289	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/MultiMediaObjects/MultiMediaObject/FileURI	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:media	mids:MIDS2	skos:narrowMatch	abcd:MultiMediaObject-ID	abcd:Unit	semapv:HumanCuration	orcid:0009-0007-3961-8923|orcid:0000-0002-0829-5849	Stefan Seifert|David Fichtmueller	orcid:0000-0002-3973-1290	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/MultiMediaObjects/MultiMediaObject/ID	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:AssociatedMediaID	mids:MIDS3	skos:narrowMatch	abcd:Gathering-SiteImage-FileURI	abcd:Unit	semapv:HumanCuration	orcid:0000-0002-0829-5849	David Fichtmueller	orcid:0000-0002-3973-1291	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/SiteImages/SiteImage/FileURI	2024-06-26			|unknown:undigitized|unknown|Unknown
mids:AssociatedMediaID	mids:MIDS3	skos:narrowMatch	abcd:Gathering-SiteImage-FileID	abcd:Unit	semapv:HumanCuration	orcid:0000-0002-0829-5849	David Fichtmueller	orcid:0000-0002-3973-1292	Mathias Dillen	rdf property	xpath	/DataSets/DataSet/Units/Unit/Gathering/SiteImages/SiteImage/FileID	2024-06-26			|unknown:undigitized|unknown|Unknown
